"site_date_key","site_number","sample_date","sample_trip","water_depth","temperature","salinity","latitude","longitude","site_picture","notes","site_picture_path","extra_bags"
"a4b3f9e22405245f","58","5/12/2024 01:36 PM","2405","28.5","28.1","23.2","29.11752","-90.184861","Reserved_ImageAttachment_[12]_[site_picture][36]_[e13a8578-562e-4fbd-b29f-49664239e38d][1]_[1].png",,,
"1687127d24050c74","82","5/12/2024 01:32 PM","2405","32","29.7","23.6","29.12887","-90.177045","Reserved_ImageAttachment_[12]_[site_picture][36]_[31456463-4736-4a0d-9f23-85d9253f42bd][1]_[1].png",,,
"a8ddf58e2405021e","83","5/12/2024 03:18 PM","2405","25.5","27.6","24.7","29.13317767","-90.17571633","Reserved_ImageAttachment_[12]_[site_picture][36]_[70284556-96aa-49d1-a457-380470d053c5][1]_[1].png",,,
"c338e967240511e8","118","5/12/2024 03:34 PM","2405","38.5","28.8","23.7","29.12991417","-90.17285567","Reserved_ImageAttachment_[12]_[site_picture][36]_[4e174a53-1e2a-4cf4-8258-3a0141502cea][1]_[1].png",,,
"81e38c8824051a86","102","5/12/2024 04:12 PM","2405","35","29.4","24.7","29.126417","-90.167874","Reserved_ImageAttachment_[12]_[site_picture][36]_[c5b368ce-93bb-400a-9209-10bfc073e285][1]_[1].png",,,
"12eaf36a24052177","55","5/13/2024 10:57 AM","2405","35.5","26.9","23.6","29.14608917","-90.2280425","Reserved_ImageAttachment_[12]_[site_picture][36]_[2fc727cc-d1f4-4d26-afa2-9a313a89ea0f][1]_[1].png",,,
"573ac9ad240523b7","41","5/13/2024 11:19 AM","2405","33","26","23.5","29.14171483","-90.23501917","Reserved_ImageAttachment_[12]_[site_picture][36]_[9cb757b6-ad6f-4e8b-83e4-6a31c680495e][1]_[1].png",,,
"e367ad5f24051eaa","23","5/13/2024 11:49 AM","2405","31","26.3","23","29.14367483","-90.237111","Reserved_ImageAttachment_[12]_[site_picture][36]_[a3f60bcd-2680-4ec9-b631-d1b040430404][1]_[1].png",,,
"3b830f8324050f6c","107","5/13/2024 12:03 PM","2405","27.5","26.2","23.3","29.1390705","-90.23983","Reserved_ImageAttachment_[12]_[site_picture][36]_[3e3aa8a1-c9e8-4055-bb72-e22ce6a784e1][1]_[1].png",,,
"15cc752024050f18","104","5/13/2024 12:31 PM","2405","30.5","26.5","22.9","29.14038667","-90.24185617","Reserved_ImageAttachment_[12]_[site_picture][36]_[cd2cfb81-2c34-427e-a0ef-ed61f24662c8][1]_[1].png",,,
"3539cdfb240513c1","110","5/13/2024 12:55 PM","2405","22","29.2","24.4","29.13399533","-90.239862","Reserved_ImageAttachment_[12]_[site_picture][36]_[f42d49bc-4495-461b-941d-8966a645f208][1]_[1].png",,,
"e3a5cc9f240525c6","111","5/13/2024 01:40 PM","2405","33.5","26.8","22.9","29.13811683","-90.2361535","Reserved_ImageAttachment_[12]_[site_picture][36]_[44fc31a3-dde0-4abe-be23-66f6c3aaa25c][1]_[1].png",,,
"cc721c56240500f6","106","5/13/2024 01:59 PM","2405","40.5","26.8","24","29.13891","-90.23241433","Reserved_ImageAttachment_[12]_[site_picture][36]_[8db37646-9df5-49a5-aac4-938707d144a9][1]_[1].png",,,
"faea7119240524ef","26","5/13/2024 02:21 PM","2405","38.5","26.9","24.3","29.13544133","-90.230227","Reserved_ImageAttachment_[12]_[site_picture][36]_[9bfc59da-9e36-4162-8b85-aed5540031a9][1]_[1].png",,,
"82552d7d24050d6d","36","5/13/2024 03:14 PM","2405","33","27.4","24","29.13479467","-90.231726","Reserved_ImageAttachment_[12]_[site_picture][36]_[49ddec25-5110-4f5e-b9da-1e7b97e604eb][1]_[1].png",,,
"9f12d1b624050ee0","24","5/13/2024 03:22 PM","2405","30.5","27.3","24","29.12885517","-90.2291665","Reserved_ImageAttachment_[12]_[site_picture][36]_[4b8b70fb-ce8f-4689-872d-1a16479be038][1]_[1].png",,,
"819d284624051b32","31","5/13/2024 04:06 PM","2405","22","28","23.9","29.12885783","-90.22917433","Reserved_ImageAttachment_[12]_[site_picture][36]_[2be6ca67-fb05-44c7-8f21-d4583b20fa95][1]_[1].png",,,
"863c5e5d240504bf","108","5/13/2024 04:22 PM","2405","15.5","28","23.6","29.12885917","-90.22918517","Reserved_ImageAttachment_[12]_[site_picture][36]_[0ff311c8-6a61-4342-bd5e-1656f31cc8c9][1]_[1].png",,,
"59504b702405057e","96","5/13/2024 04:56 PM","2405","27","28.2","24","29.12885917","-90.22918517","Reserved_ImageAttachment_[12]_[site_picture][36]_[554c20cc-eb3e-433d-8f39-baf008c0431e][1]_[1].png",,,
"c579f0a024051b44","20","5/14/2024 09:33 AM","2405","16.5","24.7","19","29.10583","-90.203202","Reserved_ImageAttachment_[12]_[site_picture][36]_[edecafd9-3d5b-49dc-af3e-2c7b4762d586][1]_[1].png","100 percent mangrove, mostly pneumatophores",,
"f1aaf32624051132","3","5/14/2024 09:36 AM","2405","36.5","24.1","19.1","29.10376583","-90.20068083","Reserved_ImageAttachment_[12]_[site_picture][36]_[27536a9c-19e7-4a52-86f5-f78be799f3fb][1]_[1].png",,,
"a51fa39f24050593","90","5/14/2024 11:01 AM","2405","24","24","22","29.11847083","-90.21841533","Reserved_ImageAttachment_[12]_[site_picture][36]_[9ef11a83-5872-480d-ae8a-9ba0a5bb0af0][1]_[1].png",,,
"9a19f820240520ba","19","5/14/2024 11:40 AM","2405","30.5","25.4","22","29.12077283","-90.223206","Reserved_ImageAttachment_[12]_[site_picture][36]_[783591b3-c6a9-40a3-ba65-86072ec02848][1]_[1].png",,,
"30373b6524051e83","10","5/14/2024 11:53 AM","2405","312","26","21.8","29.121996","-90.22471183","Reserved_ImageAttachment_[12]_[site_picture][36]_[e7a1be2e-db68-46d1-aacb-4516eb1ac6ff][1]_[1].png",,,
"c1af30d624051546","98","5/14/2024 12:16 PM","2405","36","26","21.4","29.1265405","-90.22525917","Reserved_ImageAttachment_[12]_[site_picture][36]_[e5e90493-0904-4ce9-bfda-125ffbe558cc][1]_[1].png",,,
"4362f6ef24052294","105","5/14/2024 12:35 PM","2405","44.5","26.2","21.7","29.12666217","-90.2237615","Reserved_ImageAttachment_[12]_[site_picture][36]_[ac9a8ca3-9340-4ef9-964b-b7d053be1e48][1]_[1].png",,,
"1db80efa240515bb","92","5/14/2024 12:59 PM","2405","24","26.2","22","29.11214483","-90.22158917","Reserved_ImageAttachment_[12]_[site_picture][36]_[d8948432-9ed7-401b-b9eb-c136fc3e4d77][1]_[1].png",,,
"d363ec0c24051b24","2","5/14/2024 02:06 PM","2405","22","26.3","21.9","29.11499083","-90.2209285","Reserved_ImageAttachment_[12]_[site_picture][36]_[bdff86a3-7891-4733-9722-555dbe14d101][1]_[1].png",,,
"51bca13524051c48","11","5/14/2024 02:25 PM","2405","25.5","25.7","19.1","29.114068","-90.22461","Reserved_ImageAttachment_[12]_[site_picture][36]_[f3fcdff7-8464-4387-a531-f76fd8221cf0][1]_[1].png",,,
"27aca2f124051810","5","5/14/2024 02:59 PM","2405","20.5","26.7","20.7","29.11203383","-90.22494383","Reserved_ImageAttachment_[12]_[site_picture][36]_[53b1ff8f-cd33-4d21-8c04-edce09f13b41][1]_[1].png",,,
"56c3eff72405177a","116","5/14/2024 04:06 PM","2405","30.5","27.1","20.7","29.10351017","-90.23891917","Reserved_ImageAttachment_[12]_[site_picture][36]_[ce499407-441c-42bf-a859-1f2ea9705791][1]_[1].png",,,
"443b08e824050b29","91","5/14/2024 04:51 PM","2405","21.5","27.4","22.2","29.10836367","-90.2320595","Reserved_ImageAttachment_[12]_[site_picture][36]_[e6c93657-f27b-4415-bbcd-ef50df69a1e9][1]_[1].png",,,
"a0265b8b240507e3","16","5/14/2024 04:56 PM","2405","33","27.4","22","29.099532","-90.237551","Reserved_ImageAttachment_[12]_[site_picture][36]_[b35a53a2-c3a5-4665-af25-5848a2015b2a][1]_[1].png","lost origional site data. 100 mangrove w trees",,
"39554c9d24050381","115","5/14/2024 05:04 PM","2405","10","28.5","21.3","29.114543","-90.22905667",,,,
"ee2267a82405038c","81","5/15/2024 11:24 AM","2405","12.5","26.7","21.6","29.13587933","-90.17568467","Reserved_ImageAttachment_[12]_[site_picture][36]_[b8cb2462-58ce-4c03-bf1b-3e1c737ee483][1]_[1].png",,,
"73bdd62a24051268","18","5/21/2024 07:42 AM","2405","24.5","27.1","22.8","29.12285417","-90.1770185","Reserved_ImageAttachment_[12]_[site_picture][36]_[c7888445-c436-4f8f-bd27-c95add2e8be1][1]_[1].png",,,
"79f3b3d7240502e8","21","5/21/2024 08:44 AM","2405","23.5","26.6","21","29.13170683","-90.167413","Reserved_ImageAttachment_[12]_[site_picture][36]_[88f55756-c530-479e-8304-bd597f5a287a][1]_[1].png",,,
"8cd55052240514c0","54","5/21/2024 09:09 AM","2405","18","26.4","20.6","29.13317333","-90.1660425","Reserved_ImageAttachment_[12]_[site_picture][36]_[8492d27b-2179-49c7-b7dd-fe54223135aa][1]_[1].png",,,
"8e85cd9424051426","59","5/21/2024 09:51 AM","2405","24.5","26.2","20.1","29.12979167","-90.16293283","Reserved_ImageAttachment_[12]_[site_picture][36]_[55135c39-125f-477b-8a13-291c73c2fa1c][1]_[1].png",,,
"f56bedcb2405240b","85","5/21/2024 09:53 AM","2405","25.5","27.5","21.3","29.13253517","-90.16105033","Reserved_ImageAttachment_[12]_[site_picture][36]_[c91323c1-6f06-4483-a17a-eb1bae581d42][1]_[1].png",,,
"6fc25f3c240500d8","120","5/21/2024 10:41 AM","2405","22.5","28","21.1","29.14647733","-90.16664517","Reserved_ImageAttachment_[12]_[site_picture][36]_[32183eab-efad-4ba8-aa12-2256a3463e38][1]_[1].png",,,
"0fd277982405030f","117","5/21/2024 11:12 AM","2405","22.5","28.7","21.7","29.14240183","-90.16529183","Reserved_ImageAttachment_[12]_[site_picture][36]_[460be1ba-5f97-48cd-b7a2-542d1b26c41d][1]_[1].png",,,
"9e898f92240502b0","51","5/21/2024 12:00 PM","2405","25","28","19.7","29.13883083","-90.162243","Reserved_ImageAttachment_[12]_[site_picture][36]_[f1c78bab-1ca7-4f73-b697-7e72a5249122][1]_[1].png",,,
"986a8b0524050b9d","119","5/21/2024 12:29 PM","2405","13","29.3","21.9","29.1367445","-90.15799633","Reserved_ImageAttachment_[12]_[site_picture][36]_[27cea935-1773-4625-802d-1c51bd5be926][1]_[1].png",,,
"2436a508240518e2","104","5/21/2024 01:22 PM","2405","16.5","29.2","21.5","29.14084717","-90.16985083","Reserved_ImageAttachment_[12]_[site_picture][36]_[34a9b347-5138-47ec-ae22-327b038c3c9f][1]_[1].png",,,
"4119c20924051ec6","113","5/21/2024 01:46 PM","2405","12","29.2","21.4","29.13930133","-90.17384567","Reserved_ImageAttachment_[12]_[site_picture][36]_[96849119-4cea-4bfe-b8c4-3c7ffe204e05][1]_[1].png",,,
"9de4a48024050a0a","60","5/21/2024 02:16 PM","2405","10.5","30","21","29.14335583","-90.17135533","Reserved_ImageAttachment_[12]_[site_picture][36]_[c3187797-c8bf-472e-ac8a-ef9f5012f021][1]_[1].png",,,
"8956551924051dac","33","5/21/2024 02:40 PM","2405","18","30.1","20.9","29.14337983","-90.17133283","Reserved_ImageAttachment_[12]_[site_picture][36]_[c0b9172d-52aa-45f9-a2c6-b5f86b1b3495][1]_[1].png",,,
"d2a96f0124050e4b","15","5/22/2024 09:10 AM","2405","30","27.3","22.4","29.16028683","-90.2287345","Reserved_ImageAttachment_[12]_[site_picture][36]_[8bdf0e07-bd77-42bb-b616-0b3efaf040c1][1]_[1].png",,,
"85baa6cf24050c1f","27","5/22/2024 09:47 AM","2405","29.5","27.3","20.3","29.147592","-90.23785","Reserved_ImageAttachment_[12]_[site_picture][36]_[fe35197f-70c2-48f5-8351-120cf2100a08][1]_[1].png",,,
"a4989c2624050aae","40","5/22/2024 10:04 AM","2405","22.5","27.5","20.2","29.154377","-90.24952117","Reserved_ImageAttachment_[12]_[site_picture][36]_[b11e530e-57c1-4e02-b4b5-ba113573e190][1]_[1].png",,,
"41290f5724050854","32","5/22/2024 10:30 AM","2405","25.5","27.6","21","29.15711583","-90.25086733","Reserved_ImageAttachment_[12]_[site_picture][36]_[bd16915f-c593-48fa-8cac-fecdc1fb372d][1]_[1].png",,,
"a03c227124051555","22","5/22/2024 10:46 AM","2405","20.5","27.7","20.4","29.160983","-90.2485985","Reserved_ImageAttachment_[12]_[site_picture][36]_[d5780b28-75cd-4aa0-8506-9929086fc4fa][1]_[1].png",,,
"f835b47824051347","30","5/22/2024 11:27 AM","2405","22","28.1","19.2","29.16060333","-90.2457715","Reserved_ImageAttachment_[12]_[site_picture][36]_[afed31d4-4d7a-4508-a002-c31b500d09a0][1]_[1].png",,,
"342fbba6240507a8","34","5/22/2024 11:46 AM","2405","20.5","28.1","23","29.1567655","-90.19221583","Reserved_ImageAttachment_[12]_[site_picture][36]_[d5838674-0627-4209-a942-e7edd5c70915][1]_[1].png",,,
"e1452f1024050769","112","5/22/2024 12:29 PM","2405","21","29.2","23.1","29.15978983","-90.1910145","Reserved_ImageAttachment_[12]_[site_picture][36]_[73f865bf-78fb-49c0-a7df-b82fe11ddf6b][1]_[1].png",,,
"ff9b87e22405171f","38","5/22/2024 12:53 PM","2405","12.5","30.6","23.1","29.1562825","-90.1908095","Reserved_ImageAttachment_[12]_[site_picture][36]_[7ab631e1-d46a-4580-a5e3-d77c139cf2a8][1]_[1].png",,,
"286cc7fc","2","9/24/2022 08:01 AM","2209","35",,,"29.11478","-90.2209",,,"""C:\Users\helea\Nelson Lab Dropbox\Herbert Leavitt\Fourchon Mangrove Project\Field Pics\drop pics\Photo Sep 24 2022",
"10ef41b4","3","9/28/2022 06:58 AM","2209","40","22.8","25.1","29.10319","-90.2005",,,"C:\Users\helea\Nelson Lab Dropbox\Herbert Leavitt\Fourchon Mangrove Project\Field Pics\drop pics\IMG_0478.HEIC",""
"5e4ec044","4","9/28/2022 05:43 AM","2209","62","23.3","18.6","29.10649","-90.2055",,,"C:\Users\helea\Nelson Lab Dropbox\Herbert Leavitt\Fourchon Mangrove Project\Field Pics\drop pics\IMG_0472.HEIC",""
"8ffb0cbc","5","9/25/2022 08:21 AM","2209",,"31","25.1","29.11165","-90.2249",,,,""
"983b722b","10","9/25/2022 11:24 AM","2209","40","33.1","25.6","29.12191","-90.2248",,,"C:\Users\helea\Nelson Lab Dropbox\Herbert Leavitt\Fourchon Mangrove Project\Field Pics\drop pics\IMG_0379.HEIC",""
"af8bc475","11","9/25/2022 06:38 AM","2209","38",,"25.2","29.11395","-90.2245",,,,""
"a7b5df75","13","9/26/2022 07:50 AM","2209","51","31.1","17.6","29.12913","-90.1568",,,"C:\Users\helea\Nelson Lab Dropbox\Herbert Leavitt\Fourchon Mangrove Project\Field Pics\drop pics\IMG_0426.HEIC",""
"05244dc3","15","9/29/2022 05:30 AM","2209","19","20.2","20.4","29.1597","-90.229",,,,""
"ed3286d6","23","9/27/2022 05:54 AM","2209",,,,"29.1437","-90.2369",,,"C:\Users\helea\Nelson Lab Dropbox\Herbert Leavitt\Fourchon Mangrove Project\Field Pics\drop pics\IMG_2983.HEIC",""
"41bfdee8","96","9/27/2022 07:22 AM","2209","19","27.2","21","29.12095","-90.2302",,,"C:\Users\helea\Nelson Lab Dropbox\Herbert Leavitt\Fourchon Mangrove Project\Field Pics\drop pics\IMG_2988.HEIC",""
"7b9bfc39","18","9/26/2022 12:12 PM","2209","53","32.5","25.1","29.12279","-90.1768",,,"C:\Users\helea\Nelson Lab Dropbox\Herbert Leavitt\Fourchon Mangrove Project\Field Pics\drop pics\IMG_0450.HEIC",""
"9db4ff53","19","9/25/2022 10:58 AM","2209","48","32.5","25.1","29.12095","-90.2227",,,,""
"39a22c63","20","9/28/2022 06:26 AM","2209","32","23.4","22.3","29.1052","-90.2028",,,"C:\Users\helea\Nelson Lab Dropbox\Herbert Leavitt\Fourchon Mangrove Project\Field Pics\drop pics\IMG_0473.HEIC",""
"3aee966b","21","9/26/2022 10:06 AM","2209","45.5","31.5","25","29.13174","-90.1674",,,"C:\Users\helea\Nelson Lab Dropbox\Herbert Leavitt\Fourchon Mangrove Project\Field Pics\drop pics\IMG_0441.HEIC",""
"f7bb8461","22","9/29/2022 06:52 AM","2209","26","21.6","21.5","29.16101","-90.2486",,,"C:\Users\helea\Nelson Lab Dropbox\Herbert Leavitt\Fourchon Mangrove Project\Field Pics\drop pics\IMG_0511.HEIC",""
